City,OCC_TITLE,A_MEDIAN,TOT_EMP,Cost of Living Index,Rent Index,Local Purchasing Power Index
"Atlanta, GA",Computer and Information Systems Managers,171360.0,13500,71.7,42.8,169.6
"Atlanta, GA",Computer and Mathematical Occupations,105370.0,118670,71.7,42.8,169.6
"Atlanta, GA",Computer Systems Analysts,108570.0,8750,71.7,42.8,169.6
"Atlanta, GA",Information Security Analysts,126880.0,4940,71.7,42.8,169.6
"Atlanta, GA",Computer and Information Research Scientists,124150.0,100,71.7,42.8,169.6
"Atlanta, GA",Computer Network Support Specialists,85010.0,2730,71.7,42.8,169.6
"Atlanta, GA",Computer User Support Specialists,59510.0,17240,71.7,42.8,169.6
"Atlanta, GA",Computer Network Architects,134880.0,4730,71.7,42.8,169.6
"Atlanta, GA",Database Administrators,104790.0,2170,71.7,42.8,169.6
"Atlanta, GA",Database Architects,135280.0,2390,71.7,42.8,169.6
"Atlanta, GA",Network and Computer Systems Administrators,98240.0,6190,71.7,42.8,169.6
"Atlanta, GA",Computer Programmers,97970.0,1390,71.7,42.8,169.6
"Atlanta, GA",Software Developers,130830.0,35900,71.7,42.8,169.6
"Atlanta, GA",Software Quality Assurance Analysts and Testers,94120.0,6270,71.7,42.8,169.6
"Atlanta, GA",Web Developers,84260.0,1070,71.7,42.8,169.6
"Atlanta, GA","Computer Occupations, All Other",102770.0,12330,71.7,42.8,169.6
"Atlanta, GA",Operations Research Analysts,74880.0,3300,71.7,42.8,169.6
"Atlanta, GA",Data Scientists,104480.0,5940,71.7,42.8,169.6
"Atlanta, GA",Computer Hardware Engineers,122870.0,360,71.7,42.8,169.6
"Austin, TX",Computer and Information Systems Managers,173300.0,10650,61.7,50.1,163.7
"Austin, TX",Computer and Mathematical Occupations,108150.0,79720,61.7,50.1,163.7
"Austin, TX",Computer Systems Analysts,101550.0,8310,61.7,50.1,163.7
"Austin, TX",Information Security Analysts,121880.0,1870,61.7,50.1,163.7
"Austin, TX",Computer and Information Research Scientists,112760.0,340,61.7,50.1,163.7
"Austin, TX",Computer Network Support Specialists,61590.0,1810,61.7,50.1,163.7
"Austin, TX",Computer User Support Specialists,59740.0,8520,61.7,50.1,163.7
"Austin, TX",Computer Network Architects,132790.0,1930,61.7,50.1,163.7
"Austin, TX",Database Administrators,114050.0,1130,61.7,50.1,163.7
"Austin, TX",Database Architects,139010.0,920,61.7,50.1,163.7
"Austin, TX",Network and Computer Systems Administrators,100970.0,4880,61.7,50.1,163.7
"Austin, TX",Computer Programmers,84140.0,1160,61.7,50.1,163.7
"Austin, TX",Software Developers,133070.0,28210,61.7,50.1,163.7
"Austin, TX",Software Quality Assurance Analysts and Testers,102990.0,3110,61.7,50.1,163.7
"Austin, TX",Web Developers,84580.0,960,61.7,50.1,163.7
"Austin, TX","Computer Occupations, All Other",124150.0,10170,61.7,50.1,163.7
"Austin, TX",Operations Research Analysts,83990.0,1510,61.7,50.1,163.7
"Austin, TX",Data Scientists,122440.0,3100,61.7,50.1,163.7
"Austin, TX",Computer Hardware Engineers,150630.0,720,61.7,50.1,163.7
"Baltimore, MD",Computer and Information Systems Managers,173130.0,7380,65.8,41.5,133.7
"Baltimore, MD",Computer and Mathematical Occupations,127510.0,64060,65.8,41.5,133.7
"Baltimore, MD",Computer Systems Analysts,105920.0,6090,65.8,41.5,133.7
"Baltimore, MD",Information Security Analysts,136050.0,4370,65.8,41.5,133.7
"Baltimore, MD",Computer and Information Research Scientists,152780.0,1040,65.8,41.5,133.7
"Baltimore, MD",Computer Network Support Specialists,104130.0,4720,65.8,41.5,133.7
"Baltimore, MD",Computer User Support Specialists,63740.0,4300,65.8,41.5,133.7
"Baltimore, MD",Computer Network Architects,143260.0,2440,65.8,41.5,133.7
"Baltimore, MD",Database Administrators,119990.0,1100,65.8,41.5,133.7
"Baltimore, MD",Database Architects,132750.0,500,65.8,41.5,133.7
"Baltimore, MD",Network and Computer Systems Administrators,119150.0,4270,65.8,41.5,133.7
"Baltimore, MD",Computer Programmers,103430.0,910,65.8,41.5,133.7
"Baltimore, MD",Software Developers,137350.0,16620,65.8,41.5,133.7
"Baltimore, MD",Software Quality Assurance Analysts and Testers,127940.0,3270,65.8,41.5,133.7
"Baltimore, MD",Web Developers,115650.0,1030,65.8,41.5,133.7
"Baltimore, MD","Computer Occupations, All Other",133680.0,9110,65.8,41.5,133.7
"Baltimore, MD",Operations Research Analysts,100100.0,1530,65.8,41.5,133.7
"Baltimore, MD",Data Scientists,123090.0,1310,65.8,41.5,133.7
"Baltimore, MD",Computer Hardware Engineers,153340.0,840,65.8,41.5,133.7
"Boise City, ID",Computer and Information Systems Managers,156460.0,930,60.6,35.6,152.5
"Boise City, ID",Computer and Mathematical Occupations,92460.0,10520,60.6,35.6,152.5
"Boise City, ID",Computer Systems Analysts,83600.0,1070,60.6,35.6,152.5
"Boise City, ID",Information Security Analysts,123310.0,360,60.6,35.6,152.5
"Boise City, ID",Computer and Information Research Scientists,169340.0,**,60.6,35.6,152.5
"Boise City, ID",Computer Network Support Specialists,67350.0,330,60.6,35.6,152.5
"Boise City, ID",Computer User Support Specialists,51370.0,1800,60.6,35.6,152.5
"Boise City, ID",Computer Network Architects,110500.0,710,60.6,35.6,152.5
"Boise City, ID",Database Administrators,81390.0,100,60.6,35.6,152.5
"Boise City, ID",Database Architects,155660.0,170,60.6,35.6,152.5
"Boise City, ID",Network and Computer Systems Administrators,92960.0,460,60.6,35.6,152.5
"Boise City, ID",Computer Programmers,80900.0,100,60.6,35.6,152.5
"Boise City, ID",Software Developers,112230.0,2820,60.6,35.6,152.5
"Boise City, ID",Software Quality Assurance Analysts and Testers,66610.0,340,60.6,35.6,152.5
"Boise City, ID",Web Developers,87580.0,110,60.6,35.6,152.5
"Boise City, ID","Computer Occupations, All Other",105730.0,840,60.6,35.6,152.5
"Boise City, ID",Operations Research Analysts,71850.0,260,60.6,35.6,152.5
"Boise City, ID",Data Scientists,103170.0,590,60.6,35.6,152.5
"Boise City, ID",Computer Hardware Engineers,127880.0,**,60.6,35.6,152.5
"Boston, MA",Computer and Information Systems Managers,207150.0,22280,83.7,75.2,127.3
"Boston, MA",Computer and Mathematical Occupations,128390.0,132320,83.7,75.2,127.3
"Boston, MA",Computer Systems Analysts,123550.0,14160,83.7,75.2,127.3
"Boston, MA",Information Security Analysts,132170.0,4870,83.7,75.2,127.3
"Boston, MA",Computer and Information Research Scientists,167300.0,1520,83.7,75.2,127.3
"Boston, MA",Computer Network Support Specialists,86290.0,1860,83.7,75.2,127.3
"Boston, MA",Computer User Support Specialists,77750.0,15640,83.7,75.2,127.3
"Boston, MA",Computer Network Architects,141020.0,4660,83.7,75.2,127.3
"Boston, MA",Database Administrators,123710.0,1600,83.7,75.2,127.3
"Boston, MA",Database Architects,162310.0,1430,83.7,75.2,127.3
"Boston, MA",Network and Computer Systems Administrators,106690.0,6290,83.7,75.2,127.3
"Boston, MA",Computer Programmers,115190.0,2610,83.7,75.2,127.3
"Boston, MA",Software Developers,154240.0,48200,83.7,75.2,127.3
"Boston, MA",Software Quality Assurance Analysts and Testers,125440.0,5700,83.7,75.2,127.3
"Boston, MA",Web Developers,117560.0,1510,83.7,75.2,127.3
"Boston, MA","Computer Occupations, All Other",106430.0,4880,83.7,75.2,127.3
"Boston, MA",Operations Research Analysts,92470.0,4110,83.7,75.2,127.3
"Boston, MA",Data Scientists,131830.0,8220,83.7,75.2,127.3
"Boston, MA",Computer Hardware Engineers,170570.0,2960,83.7,75.2,127.3
"Charlotte, NC",Computer and Information Systems Managers,172100.0,7580,70.0,49.0,136.7
"Charlotte, NC",Computer and Mathematical Occupations,116020.0,60550,70.0,49.0,136.7
"Charlotte, NC",Computer Systems Analysts,110020.0,9290,70.0,49.0,136.7
"Charlotte, NC",Information Security Analysts,127840.0,2130,70.0,49.0,136.7
"Charlotte, NC",Computer and Information Research Scientists,100670.0,120,70.0,49.0,136.7
"Charlotte, NC",Computer Network Support Specialists,65380.0,**,70.0,49.0,136.7
"Charlotte, NC",Computer User Support Specialists,61250.0,6320,70.0,49.0,136.7
"Charlotte, NC",Computer Network Architects,129640.0,2530,70.0,49.0,136.7
"Charlotte, NC",Database Administrators,109940.0,**,70.0,49.0,136.7
"Charlotte, NC",Database Architects,138480.0,1660,70.0,49.0,136.7
"Charlotte, NC",Network and Computer Systems Administrators,98350.0,3390,70.0,49.0,136.7
"Charlotte, NC",Computer Programmers,87260.0,760,70.0,49.0,136.7
"Charlotte, NC",Software Developers,132100.0,20010,70.0,49.0,136.7
"Charlotte, NC",Software Quality Assurance Analysts and Testers,104410.0,2550,70.0,49.0,136.7
"Charlotte, NC",Web Developers,96110.0,550,70.0,49.0,136.7
"Charlotte, NC","Computer Occupations, All Other",110620.0,3020,70.0,49.0,136.7
"Charlotte, NC",Operations Research Analysts,101750.0,1340,70.0,49.0,136.7
"Charlotte, NC",Data Scientists,131110.0,3870,70.0,49.0,136.7
"Charlotte, NC",Computer Hardware Engineers,117790.0,280,70.0,49.0,136.7
"Chicago, IL",Computer and Information Systems Managers,168230.0,21760,73.2,54.3,136.9
"Chicago, IL",Computer and Mathematical Occupations,102410.0,131400,73.2,54.3,136.9
"Chicago, IL",Computer Systems Analysts,99510.0,15940,73.2,54.3,136.9
"Chicago, IL",Information Security Analysts,116520.0,3460,73.2,54.3,136.9
"Chicago, IL",Computer and Information Research Scientists,135120.0,230,73.2,54.3,136.9
"Chicago, IL",Computer Network Support Specialists,69200.0,5730,73.2,54.3,136.9
"Chicago, IL",Computer User Support Specialists,59570.0,18330,73.2,54.3,136.9
"Chicago, IL",Computer Network Architects,140760.0,4880,73.2,54.3,136.9
"Chicago, IL",Database Administrators,103700.0,1830,73.2,54.3,136.9
"Chicago, IL",Database Architects,134900.0,1260,73.2,54.3,136.9
"Chicago, IL",Network and Computer Systems Administrators,98790.0,7370,73.2,54.3,136.9
"Chicago, IL",Computer Programmers,90470.0,**,73.2,54.3,136.9
"Chicago, IL",Software Developers,130030.0,41320,73.2,54.3,136.9
"Chicago, IL",Software Quality Assurance Analysts and Testers,102360.0,5410,73.2,54.3,136.9
"Chicago, IL",Web Developers,100730.0,1960,73.2,54.3,136.9
"Chicago, IL","Computer Occupations, All Other",102080.0,8390,73.2,54.3,136.9
"Chicago, IL",Operations Research Analysts,99890.0,3560,73.2,54.3,136.9
"Chicago, IL",Data Scientists,112640.0,5840,73.2,54.3,136.9
"Chicago, IL",Computer Hardware Engineers,107720.0,1150,73.2,54.3,136.9
"Cincinnati, OH-KY",Computer and Information Systems Managers,166230.0,3160,54.6,35.0,161.5
"Cincinnati, OH-KY",Computer and Mathematical Occupations,98780.0,30880,54.6,35.0,161.5
"Cincinnati, OH-KY",Computer Systems Analysts,101270.0,3220,54.6,35.0,161.5
"Cincinnati, OH-KY",Information Security Analysts,108000.0,1210,54.6,35.0,161.5
"Cincinnati, OH-KY",Computer Network Support Specialists,65580.0,1600,54.6,35.0,161.5
"Cincinnati, OH-KY",Computer User Support Specialists,53360.0,4720,54.6,35.0,161.5
"Cincinnati, OH-KY",Computer Network Architects,128910.0,1240,54.6,35.0,161.5
"Cincinnati, OH-KY",Database Administrators,100510.0,380,54.6,35.0,161.5
"Cincinnati, OH-KY",Database Architects,130400.0,490,54.6,35.0,161.5
"Cincinnati, OH-KY",Network and Computer Systems Administrators,98690.0,3250,54.6,35.0,161.5
"Cincinnati, OH-KY",Computer Programmers,119900.0,550,54.6,35.0,161.5
"Cincinnati, OH-KY",Software Developers,113240.0,9160,54.6,35.0,161.5
"Cincinnati, OH-KY",Software Quality Assurance Analysts and Testers,83960.0,950,54.6,35.0,161.5
"Cincinnati, OH-KY",Web Developers,91350.0,320,54.6,35.0,161.5
"Cincinnati, OH-KY","Computer Occupations, All Other",96620.0,830,54.6,35.0,161.5
"Cincinnati, OH-KY",Operations Research Analysts,105840.0,500,54.6,35.0,161.5
"Cincinnati, OH-KY",Data Scientists,99350.0,1510,54.6,35.0,161.5
"Cincinnati, OH-KY",Computer Hardware Engineers,105880.0,**,54.6,35.0,161.5
"Columbus, OH",Computer and Information Systems Managers,166320.0,3460,66.8,37.1,131.0
"Columbus, OH",Computer and Mathematical Occupations,100870.0,34530,66.8,37.1,131.0
"Columbus, OH",Computer Systems Analysts,100700.0,3780,66.8,37.1,131.0
"Columbus, OH",Information Security Analysts,120020.0,1230,66.8,37.1,131.0
"Columbus, OH",Computer and Information Research Scientists,138590.0,60,66.8,37.1,131.0
"Columbus, OH",Computer Network Support Specialists,70900.0,2260,66.8,37.1,131.0
"Columbus, OH",Computer User Support Specialists,60070.0,4980,66.8,37.1,131.0
"Columbus, OH",Computer Network Architects,126850.0,1230,66.8,37.1,131.0
"Columbus, OH",Database Administrators,100550.0,390,66.8,37.1,131.0
"Columbus, OH",Database Architects,132310.0,460,66.8,37.1,131.0
"Columbus, OH",Network and Computer Systems Administrators,99050.0,3300,66.8,37.1,131.0
"Columbus, OH",Computer Programmers,108230.0,440,66.8,37.1,131.0
"Columbus, OH",Software Developers,117150.0,10200,66.8,37.1,131.0
"Columbus, OH",Software Quality Assurance Analysts and Testers,87000.0,940,66.8,37.1,131.0
"Columbus, OH",Web Developers,84270.0,300,66.8,37.1,131.0
"Columbus, OH","Computer Occupations, All Other",120640.0,2180,66.8,37.1,131.0
"Columbus, OH",Operations Research Analysts,109440.0,700,66.8,37.1,131.0
"Columbus, OH",Data Scientists,100480.0,1160,66.8,37.1,131.0
"Columbus, OH",Computer Hardware Engineers,138270.0,80,66.8,37.1,131.0
"Dallas, TX",Computer and Information Systems Managers,169860.0,29820,65.8,46.2,152.8
"Dallas, TX",Computer and Mathematical Occupations,111390.0,189680,65.8,46.2,152.8
"Dallas, TX",Computer Systems Analysts,117040.0,17280,65.8,46.2,152.8
"Dallas, TX",Information Security Analysts,131280.0,6570,65.8,46.2,152.8
"Dallas, TX",Computer and Information Research Scientists,97090.0,870,65.8,46.2,152.8
"Dallas, TX",Computer Network Support Specialists,71190.0,4710,65.8,46.2,152.8
"Dallas, TX",Computer User Support Specialists,57550.0,19940,65.8,46.2,152.8
"Dallas, TX",Computer Network Architects,132420.0,7570,65.8,46.2,152.8
"Dallas, TX",Database Administrators,125010.0,2240,65.8,46.2,152.8
"Dallas, TX",Database Architects,135730.0,2560,65.8,46.2,152.8
"Dallas, TX",Network and Computer Systems Administrators,100480.0,11780,65.8,46.2,152.8
"Dallas, TX",Computer Programmers,99780.0,3620,65.8,46.2,152.8
"Dallas, TX",Software Developers,131490.0,63430,65.8,46.2,152.8
"Dallas, TX",Software Quality Assurance Analysts and Testers,103010.0,8690,65.8,46.2,152.8
"Dallas, TX",Web Developers,98640.0,1790,65.8,46.2,152.8
"Dallas, TX","Computer Occupations, All Other",121050.0,21290,65.8,46.2,152.8
"Dallas, TX",Operations Research Analysts,102140.0,5010,65.8,46.2,152.8
"Dallas, TX",Data Scientists,120840.0,8630,65.8,46.2,152.8
"Dallas, TX",Computer Hardware Engineers,130450.0,1180,65.8,46.2,152.8
"Denver, CO",Computer and Information Systems Managers,183050.0,8510,71.6,50.6,142.7
"Denver, CO",Computer and Mathematical Occupations,124230.0,85130,71.6,50.6,142.7
"Denver, CO",Computer Systems Analysts,122950.0,4510,71.6,50.6,142.7
"Denver, CO",Information Security Analysts,131670.0,3620,71.6,50.6,142.7
"Denver, CO",Computer and Information Research Scientists,111930.0,**,71.6,50.6,142.7
"Denver, CO",Computer Network Support Specialists,83840.0,2630,71.6,50.6,142.7
"Denver, CO",Computer User Support Specialists,69940.0,8970,71.6,50.6,142.7
"Denver, CO",Computer Network Architects,132870.0,8250,71.6,50.6,142.7
"Denver, CO",Database Administrators,126810.0,970,71.6,50.6,142.7
"Denver, CO",Database Architects,150210.0,1380,71.6,50.6,142.7
"Denver, CO",Network and Computer Systems Administrators,105490.0,4980,71.6,50.6,142.7
"Denver, CO",Computer Programmers,122580.0,390,71.6,50.6,142.7
"Denver, CO",Software Developers,134120.0,31190,71.6,50.6,142.7
"Denver, CO",Software Quality Assurance Analysts and Testers,118090.0,3800,71.6,50.6,142.7
"Denver, CO",Web Developers,110380.0,**,71.6,50.6,142.7
"Denver, CO","Computer Occupations, All Other",122500.0,4740,71.6,50.6,142.7
"Denver, CO",Operations Research Analysts,102710.0,600,71.6,50.6,142.7
"Denver, CO",Data Scientists,105380.0,4940,71.6,50.6,142.7
"Houston, TX",Computer and Information Systems Managers,167630.0,13320,60.6,39.8,150.0
"Houston, TX",Computer and Mathematical Occupations,100140.0,84860,60.6,39.8,150.0
"Houston, TX",Computer Systems Analysts,114260.0,9500,60.6,39.8,150.0
"Houston, TX",Information Security Analysts,120170.0,2040,60.6,39.8,150.0
"Houston, TX",Computer and Information Research Scientists,102820.0,580,60.6,39.8,150.0
"Houston, TX",Computer Network Support Specialists,65840.0,2380,60.6,39.8,150.0
"Houston, TX",Computer User Support Specialists,57060.0,11250,60.6,39.8,150.0
"Houston, TX",Computer Network Architects,127730.0,1970,60.6,39.8,150.0
"Houston, TX",Database Administrators,111390.0,1080,60.6,39.8,150.0
"Houston, TX",Database Architects,128650.0,1130,60.6,39.8,150.0
"Houston, TX",Network and Computer Systems Administrators,96500.0,6780,60.6,39.8,150.0
"Houston, TX",Software Developers,127940.0,20830,60.6,39.8,150.0
"Houston, TX",Software Quality Assurance Analysts and Testers,99800.0,2710,60.6,39.8,150.0
"Houston, TX",Web Developers,95760.0,1140,60.6,39.8,150.0
"Houston, TX","Computer Occupations, All Other",104330.0,11510,60.6,39.8,150.0
"Houston, TX",Operations Research Analysts,97900.0,2240,60.6,39.8,150.0
"Houston, TX",Data Scientists,100420.0,4900,60.6,39.8,150.0
"Houston, TX",Computer Hardware Engineers,133350.0,950,60.6,39.8,150.0
"Jacksonville, FL",Computer and Information Systems Managers,163890.0,2720,59.7,38.1,143.1
"Jacksonville, FL",Computer and Mathematical Occupations,97960.0,22710,59.7,38.1,143.1
"Jacksonville, FL",Computer Systems Analysts,100900.0,3020,59.7,38.1,143.1
"Jacksonville, FL",Information Security Analysts,103620.0,1090,59.7,38.1,143.1
"Jacksonville, FL",Computer and Information Research Scientists,99230.0,50,59.7,38.1,143.1
"Jacksonville, FL",Computer Network Support Specialists,67740.0,480,59.7,38.1,143.1
"Jacksonville, FL",Computer User Support Specialists,56140.0,3720,59.7,38.1,143.1
"Jacksonville, FL",Computer Network Architects,129070.0,830,59.7,38.1,143.1
"Jacksonville, FL",Database Administrators,98810.0,370,59.7,38.1,143.1
"Jacksonville, FL",Database Architects,130620.0,170,59.7,38.1,143.1
"Jacksonville, FL",Network and Computer Systems Administrators,91600.0,1510,59.7,38.1,143.1
"Jacksonville, FL",Computer Programmers,98350.0,290,59.7,38.1,143.1
"Jacksonville, FL",Software Developers,125320.0,6270,59.7,38.1,143.1
"Jacksonville, FL",Software Quality Assurance Analysts and Testers,96950.0,1050,59.7,38.1,143.1
"Jacksonville, FL",Web Developers,78590.0,270,59.7,38.1,143.1
"Jacksonville, FL","Computer Occupations, All Other",98550.0,1410,59.7,38.1,143.1
"Jacksonville, FL",Operations Research Analysts,78310.0,1000,59.7,38.1,143.1
"Jacksonville, FL",Data Scientists,102680.0,780,59.7,38.1,143.1
"Jacksonville, FL",Computer Hardware Engineers,98970.0,140,59.7,38.1,143.1
"Las Vegas, NV",Computer and Information Systems Managers,139320.0,2180,64.5,38.3,142.9
"Las Vegas, NV",Computer and Mathematical Occupations,88860.0,19390,64.5,38.3,142.9
"Las Vegas, NV",Computer Systems Analysts,102160.0,1930,64.5,38.3,142.9
"Las Vegas, NV",Information Security Analysts,106530.0,1260,64.5,38.3,142.9
"Las Vegas, NV",Computer and Information Research Scientists,130350.0,**,64.5,38.3,142.9
"Las Vegas, NV",Computer Network Support Specialists,71210.0,930,64.5,38.3,142.9
"Las Vegas, NV",Computer User Support Specialists,52020.0,4520,64.5,38.3,142.9
"Las Vegas, NV",Computer Network Architects,130570.0,630,64.5,38.3,142.9
"Las Vegas, NV",Database Administrators,84600.0,340,64.5,38.3,142.9
"Las Vegas, NV",Database Architects,126640.0,250,64.5,38.3,142.9
"Las Vegas, NV",Network and Computer Systems Administrators,97750.0,1220,64.5,38.3,142.9
"Las Vegas, NV",Computer Programmers,88790.0,320,64.5,38.3,142.9
"Las Vegas, NV",Software Developers,129400.0,2980,64.5,38.3,142.9
"Las Vegas, NV",Software Quality Assurance Analysts and Testers,88730.0,480,64.5,38.3,142.9
"Las Vegas, NV",Web Developers,79450.0,140,64.5,38.3,142.9
"Las Vegas, NV","Computer Occupations, All Other",102800.0,2440,64.5,38.3,142.9
"Las Vegas, NV",Operations Research Analysts,82640.0,240,64.5,38.3,142.9
"Las Vegas, NV",Data Scientists,93220.0,890,64.5,38.3,142.9
"Las Vegas, NV",Computer Hardware Engineers,102340.0,100,64.5,38.3,142.9
"Los Angeles, CA",Computer and Information Systems Managers,191410.0,24260,76.3,62.9,123.3
"Los Angeles, CA",Computer and Mathematical Occupations,121480.0,178860,76.3,62.9,123.3
"Los Angeles, CA",Computer Systems Analysts,126520.0,15260,76.3,62.9,123.3
"Los Angeles, CA",Information Security Analysts,131280.0,4420,76.3,62.9,123.3
"Los Angeles, CA",Computer and Information Research Scientists,149070.0,1120,76.3,62.9,123.3
"Los Angeles, CA",Computer Network Support Specialists,74040.0,4020,76.3,62.9,123.3
"Los Angeles, CA",Computer User Support Specialists,71230.0,19950,76.3,62.9,123.3
